iter	Logloss
381	0.05465937289
382	0.05430602196
383	0.05411308344
384	0.0538916515
385	0.05360725953
386	0.05339153876
387	0.05325423821
388	0.05316258752
389	0.0528868335
390	0.05273187169
391	0.05251999703
392	0.0522660592
393	0.05203940653
394	0.05166454707
395	0.05146257288
396	0.05120266195
397	0.05091667542
398	0.0506894972
399	0.05058495107
400	0.05046333996
401	0.05040751209
402	0.05018482391
403	0.05013780825
404	0.04987332999
405	0.04978468878
406	0.04967132666
407	0.04944325587
408	0.04922199659
409	0.04896537079
410	0.04871939625
411	0.04851865601
412	0.0482631091
413	0.04802647916
414	0.04789190926
415	0.04770759402
416	0.04755859367
417	0.04739647804
418	0.04732469444
419	0.04708809389
420	0.04692070823
421	0.04671334165
422	0.0465255224
423	0.04636399445
424	0.04618297083
425	0.04598130543
426	0.04575395446
427	0.0455761186
428	0.0453629385
429	0.04522491562
430	0.04503486636
431	0.04485457182
432	0.04469344942
433	0.0444801567
434	0.04428950041
435	0.04420068072
436	0.04399615084
437	0.04386471753
438	0.04365391265
439	0.04348115342
440	0.0432925969
441	0.04327939364
442	0.04308589232
443	0.04287439942
444	0.04273331857
445	0.04251582712
446	0.04231092665
447	0.04211366099
448	0.0419665187
449	0.04171930013
450	0.04167034455
451	0.04158626773
452	0.0413434349
453	0.04123701796
454	0.04100039006
455	0.04085461752
456	0.04072471319
457	0.04060663717
458	0.04046018661
459	0.04038616531
460	0.04033400799
461	0.04015187839
462	0.04004707712
463	0.03992710529
464	0.03985575202
465	0.03976195785
466	0.03958116002
467	0.03938680494
468	0.03921633842
469	0.03907718492
470	0.03902071011
471	0.0388928721
472	0.03867612542
473	0.03848070802
474	0.03824663117
475	0.03823402566
476	0.03814241617
477	0.03801314275
478	0.03777675843
479	0.03762195652
480	0.03760369867
481	0.03754352988
482	0.03743116558
483	0.03739691323
484	0.03726504521
485	0.03711267398
486	0.03705742032
487	0.03694280055
488	0.03687911239
489	0.0368218808
490	0.03661320839
491	0.03645086215
492	0.03632858295
493	0.036263398
494	0.03613250369
495	0.03596464033
496	0.0358049531
497	0.03568514986
498	0.03565023358
499	0.03547022293
500	0.03544458545
501	0.03543422752
502	0.03536016694
503	0.03528496937
504	0.03524597885
505	0.03509673899
506	0.03493056097
507	0.03477163869
508	0.03468042504
509	0.0345440237
510	0.03443805576
511	0.0343525857
512	0.03423506975
513	0.03406678951
514	0.03396420843
515	0.03380372183
516	0.03367123559
517	0.03350739505
518	0.03338173277
519	0.03323883455
520	0.03315242318
521	0.03304451703
522	0.03292958661
523	0.03286761561
524	0.03277355922
525	0.03264657618
526	0.03263465383
527	0.03256216376
528	0.03246346516
529	0.0323499751
530	0.03226209174
531	0.03216314483
532	0.03203897452
533	0.03189902426
534	0.03186827321
535	0.03179478623
536	0.03170750445
537	0.03162304647
538	0.031607641
539	0.03153169847
540	0.03145080779
541	0.03139777578
542	0.03129331544
543	0.0311154547
544	0.03105618316
545	0.03093259531
546	0.03084004889
547	0.03072433767
548	0.03060332318
549	0.03053170397
550	0.03038786666
551	0.03020551093
552	0.03012610908
553	0.03009938656
554	0.03006350884
555	0.02996686928
556	0.02989299573
557	0.0297801297
558	0.02967117368
559	0.02959961518
560	0.02950000495
561	0.02944309464
562	0.02932624615
563	0.02918324364
564	0.02911008981
565	0.02910938251
566	0.02901486617
567	0.02889097644
568	0.02887426999
569	0.02875359594
570	0.02871969207
571	0.02861981931
572	0.02858188264
573	0.02853534775
574	0.02842863731
575	0.02836660866
576	0.02830712207
577	0.02819575704
578	0.02809979216
579	0.02805827073
580	0.0280395919
581	0.02790733317
582	0.02784175359
583	0.02776305802
584	0.02768278346
585	0.02760531519
586	0.02756303942
587	0.02748670587
588	0.02741479364
589	0.02732537119
590	0.02731164547
591	0.02728024231
592	0.02718121668
593	0.02706890303
594	0.02703505753
595	0.02700953538
596	0.02700360441
597	0.02694625836
598	0.02685350033
599	0.02672960497
600	0.02661968466
601	0.02652647594
602	0.02647007981
603	0.02641731035
604	0.02631434215
605	0.02626949431
606	0.02616929007
607	0.02612189302
608	0.02603363831
609	0.02600995372
610	0.02595366011
611	0.02591377597
612	0.02588035892
613	0.02585496843
614	0.02576190119
615	0.02571093354
616	0.02561658216
617	0.02561137995
618	0.02553568503
619	0.02545404291
620	0.02536480372
621	0.02531017726
622	0.02526302344
623	0.02516917837
624	0.02509662349
625	0.02500284967
626	0.02492721672
627	0.02490208314
628	0.02482790729
629	0.02481530681
630	0.02474396048
631	0.02464551877
632	0.0246213898
633	0.02453474793
634	0.02450639026
635	0.02449593507
636	0.02443984472
637	0.02437837693
638	0.02431111103
639	0.02428143139
640	0.02420321356
641	0.02417312656
642	0.02415195667
643	0.02412901168
644	0.02404430422
645	0.02397644008
646	0.02391390651
647	0.02385940412
648	0.02379118602
649	0.02378671374
650	0.02375259314
651	0.02366527242
652	0.02359767061
653	0.02358836346
654	0.02355804801
655	0.02351601431
656	0.02343674732
657	0.02343301767
658	0.0233975001
659	0.02332549765
660	0.02322634702
661	0.02313130751
662	0.02304411619
663	0.02297821749
664	0.0229438395
665	0.02286356645
666	0.02283294298
667	0.02282405255
668	0.02280573187
669	0.02274521622
670	0.0226697592
671	0.02264227605
672	0.02259609629
673	0.02253950087
674	0.02246188715
675	0.02239789976
676	0.02238982424
677	0.02234633498
678	0.02228013127
679	0.0222167441
680	0.02215677486
681	0.02208383037
682	0.0220728912
683	0.02203994402
684	0.02198076492
685	0.02192751124
686	0.02190921832
687	0.02188539523
688	0.02181815807
689	0.0217560945
690	0.02172141867
691	0.0216397734
692	0.02159975966
693	0.02159359985
694	0.0215887163
695	0.02157584745
696	0.02150476087
697	0.02143492451
698	0.02136813568
699	0.02127500998
700	0.02123679605
701	0.0212130191
702	0.02114526365
703	0.0211228046
704	0.02105951471
705	0.02102393662
706	0.02096866311
707	0.02091081474
708	0.02090498162
709	0.02087870342
710	0.02086765525
711	0.02081160544
712	0.02075514881
713	0.02067556618
714	0.02063184947
715	0.02061823242
716	0.02060271861
717	0.02057964405
718	0.02052693666
719	0.02045689641
720	0.02038394942
721	0.02034473144
722	0.02033464611
723	0.02033042916
724	0.02028465859
725	0.02022042701
726	0.02017007606
727	0.02015852686
728	0.02009332896
729	0.02006597734
730	0.02004545016
731	0.02002854853
732	0.02002221168
733	0.01998066587
734	0.01991740417
735	0.01991530404
736	0.01988218367
737	0.01985088115
738	0.01980013923
739	0.01975760313
740	0.01975124167
741	0.01972942739
742	0.01972117064
743	0.01970961494
744	0.01967300203
745	0.0196272029
746	0.01957948615
747	0.01951100105
748	0.01948796044
749	0.01943488412
750	0.01937442865
751	0.01934520241
752	0.01932991316
753	0.01929747798
754	0.01928038915
755	0.01923893933
756	0.01920659595
757	0.0191553473
758	0.01910459855
759	0.01906182523
760	0.01901774831
761	0.01895319264
762	0.01891160835
763	0.01884913353
764	0.01879122656
765	0.01874518481
766	0.01871220048
767	0.01868082696
768	0.01863185357
769	0.01857281602
770	0.01856099252
771	0.01851074972
772	0.01847469432
773	0.01844326104
774	0.01838754109
775	0.01837822587
776	0.01836057969
777	0.0183331504
778	0.01827000944
779	0.01826789461
780	0.01823457736
781	0.01819823265
782	0.01814298953
783	0.01808146785
784	0.01803645854
785	0.01798439208
786	0.01794476166
787	0.01790593387
788	0.01786865308
789	0.01780123253
790	0.0177491487
791	0.01771328705
792	0.01769709548
793	0.01762597864
794	0.01759034366
795	0.01756677449
796	0.01751116728
797	0.01750812108
798	0.01749141964
799	0.01747427902
